Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/TC2_Login,Firefox 65.0,,2019-02-18 19:34:31,2019-02-18 19:34:59,28.323s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 19:34:32,2019-02-18 19:34:40,7.983s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 19:34:40,2019-02-18 19:34:50,10.533s,PASSED
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 19:34:50,2019-02-18 19:34:54,3.459s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-18 19:34:54,2019-02-18 19:34:54,0.239s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), password)",Firefox 65.0,,2019-02-18 19:34:54,2019-02-18 19:34:54,0.179s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 19:34:54,2019-02-18 19:34:57,2.902s,PASSED
,,,,,,
Test Cases/TC2_Login,Firefox 65.0,,2019-02-18 19:34:59,2019-02-18 19:35:28,28.495s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 19:34:59,2019-02-18 19:35:08,8.137s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 19:35:08,2019-02-18 19:35:19,11.273s,PASSED
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 19:35:19,2019-02-18 19:35:22,3.487s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-18 19:35:22,2019-02-18 19:35:23,0.209s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), password)",Firefox 65.0,,2019-02-18 19:35:23,2019-02-18 19:35:23,0.185s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 19:35:23,2019-02-18 19:35:26,3.017s,PASSED
