Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__city""), city)",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:49,0.086s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-AlabamaAlaskaArizonaAr""), state, true)",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:50,1.093s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__postcode""), postcode)",Firefox 65.0,,2019-02-18 18:57:50,2019-02-18 18:57:50,0.115s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__phone_mobile""), phone)",Firefox 65.0,,2019-02-18 18:57:50,2019-02-18 18:57:50,0.095s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/button_Register""))",Firefox 65.0,,2019-02-18 18:57:50,2019-02-18 18:57:53,2.050s,PASSED
,,,,,,
Test Cases/TC2_Login,Firefox 65.0,,2019-02-18 18:57:53,2019-02-18 18:58:10,17.820s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 18:57:53,2019-02-18 18:58:00,7.223s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 18:58:00,2019-02-18 18:58:06,6.260s,PASSED
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 18:58:06,2019-02-18 18:58:09,2.159s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-18 18:58:09,2019-02-18 18:58:09,0.135s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), ""Qe27HTQB17j343ybaklEUQ=="")",Firefox 65.0,,2019-02-18 18:58:09,2019-02-18 18:58:09,0.439s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 18:58:09,2019-02-18 18:58:10,1.175s,PASSED
,,,,,,
Test Cases/TC2_Login,Firefox 65.0,,2019-02-18 18:58:10,2019-02-18 18:58:27,16.287s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 18:58:10,2019-02-18 18:58:17,6.812s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 18:58:17,2019-02-18 18:58:23,5.914s,PASSED
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 18:58:23,2019-02-18 18:58:25,2.066s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-18 18:58:25,2019-02-18 18:58:25,0.131s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), ""Qe27HTQB17j343ybaklEUQ=="")",Firefox 65.0,,2019-02-18 18:58:25,2019-02-18 18:58:25,0.133s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 18:58:25,2019-02-18 18:58:27,1.213s,PASSED
