Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), ""Qe27HTQB17j343ybaklEUQ=="")",Firefox 65.0,,2019-02-18 19:16:32,2019-02-18 19:16:32,0.306s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 19:16:32,2019-02-18 19:16:34,1.727s,PASSED
,,,,,,
Test Cases/TC2_Login,Firefox 65.0,,2019-02-18 19:16:36,2019-02-18 19:16:56,20.449s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 19:16:36,2019-02-18 19:16:44,7.764s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 19:16:44,2019-02-18 19:16:51,6.743s,PASSED
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 19:16:51,2019-02-18 19:16:53,2.220s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-18 19:16:53,2019-02-18 19:16:53,0.196s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), ""Qe27HTQB17j343ybaklEUQ=="")",Firefox 65.0,,2019-02-18 19:16:53,2019-02-18 19:16:53,0.201s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-18 19:16:53,2019-02-18 19:16:54,1.204s,PASSED
