Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selenium.type(""id=company"", ""Briazz"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.103s,PASSED
"selenium.click(""id=address1"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.292s,PASSED
"selenium.type(""id=address1"", ""279 Riverside Drive"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.117s,PASSED
"selenium.click(""id=address2"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.273s,PASSED
"selenium.type(""id=address2"", ""Blairsville"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.127s,PASSED
"selenium.click(""id=city"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.262s,PASSED
"selenium.type(""id=city"", ""Blairsville"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.123s,PASSED
"selenium.click(""id=id_state"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.290s,PASSED
"selenium.select(""id=id_state"", ""label=Georgia"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.320s,PASSED
"selenium.click(""id=id_state"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.279s,PASSED
"selenium.click(""id=postcode"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.296s,PASSED
"selenium.type(""id=postcode"", ""30512"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.130s,PASSED
"selenium.click(""id=phone_mobile"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.266s,PASSED
"selenium.type(""id=phone_mobile"", ""669039742"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.098s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='DNI / NIF / NIE'])[1]/following::span[1]"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,2.159s,PASSED
,,,,,,
Test Cases/TC2_Login,Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:35,26.205s,PASSED
"openBrowser(""https://www.katalon.com/"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,13.346s,PASSED
driver = getWebDriver(),Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.001s,PASSED
"baseUrl = ""https://www.katalon.com/""",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:34,0.055s,PASSED
"selenium.open(""http://automationpractice.com/index.php?controller=authentication&back=my-account"")",Firefox 65.0,,2/16/2019 17:34,2/16/2019 17:35,4.467s,PASSED
delay(5),Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,5.004s,PASSED
"selenium.click(""id=email"")",Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,0.336s,PASSED
"selenium.type(""id=email"", ""MeghanBMcDan@dayrep.com"")",Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,0.093s,PASSED
"selenium.click(""id=passwd"")",Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,0.341s,PASSED
"selenium.type(""id=passwd"", ""ieFai4vahQu"")",Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,0.092s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Forgot your password?'])[1]/following::span[1]"")",Firefox 65.0,,2/16/2019 17:35,2/16/2019 17:35,1.898s,PASSED
