Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Login/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-19 18:46:26,2019-02-19 18:46:29,3.182s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Email address_email""), email)",Firefox 65.0,,2019-02-19 18:46:29,2019-02-19 18:46:29,0.244s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Login - My Store/input_Password_passwd""), password)",Firefox 65.0,,2019-02-19 18:46:29,2019-02-19 18:46:29,0.174s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Login - My Store/button_Sign in""))",Firefox 65.0,,2019-02-19 18:46:29,2019-02-19 18:46:31,1.818s,PASSED
,,,,,,
Test Cases/TC3_AddToCart,Firefox 65.0,,2019-02-19 18:46:33,2019-02-19 18:48:19,1m - 46.137s,PASSED
"openBrowser(""https://www.katalon.com/"")",Firefox 65.0,,2019-02-19 18:46:34,2019-02-19 18:46:49,14.753s,PASSED
driver = getWebDriver(),Firefox 65.0,,2019-02-19 18:46:49,2019-02-19 18:46:49,0.024s,PASSED
"baseUrl = ""https://www.katalon.com/""",Firefox 65.0,,2019-02-19 18:46:49,2019-02-19 18:46:49,0.004s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 65.0,,2019-02-19 18:46:49,2019-02-19 18:46:49,0.341s,PASSED
"selenium.open(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-19 18:46:49,2019-02-19 18:46:58,8.416s,PASSED
"selenium.click(""link=Women"")",Firefox 65.0,,2019-02-19 18:46:58,2019-02-19 18:47:01,3.063s,PASSED
"scrollToPosition(0, 800)",Firefox 65.0,,2019-02-19 18:47:01,2019-02-19 18:47:01,0.029s,PASSED
old_pos = 800,Firefox 65.0,,2019-02-19 18:47:01,2019-02-19 18:47:01,0.015s,PASSED
j = 400,Firefox 65.0,,2019-02-19 18:47:01,2019-02-19 18:47:01,0.000s,PASSED
i = 1,Firefox 65.0,,2019-02-19 18:47:01,2019-02-19 18:47:01,0.000s,PASSED
for (def index : (1..6)),Firefox 65.0,,2019-02-19 18:47:01,2019-02-19 18:47:52,51.849s,PASSED
"scrollToPosition(0, 0)",Firefox 65.0,,2019-02-19 18:47:52,2019-02-19 18:47:53,0.016s,PASSED
"click(findTestObject(""AddToCartObjects/CartClick""))",Firefox 65.0,,2019-02-19 18:47:53,2019-02-19 18:47:57,4.698s,PASSED
for (def index1 : (1..6)),Firefox 65.0,,2019-02-19 18:47:57,2019-02-19 18:48:17,19.923s,PASSED
